N,P,K,TEMPERATURE,RAINFALL,CROP,SOIL TYPE,REGION,WATER REQUIREMENT
81,6,55,24.88910524,51.70699144,WATERMELON,DRY,DESERT,0.3
101,13,54,25.42900869,56.34144589,WATERMELON,DRY,DESERT,6.96
101,17,55,24.37118217,44.63907691,WATERMELON,DRY,DESERT,8.46
111,6,53,26.4930645,46.06382209,WATERMELON,DRY,DESERT,7.96
107,10,49,25.83202912,45.24690619,WATERMELON,DRY,DESERT,0.5
115,11,46,24.41592661,40.32161859,WATERMELON,DRY,DESERT,4.68
84,25,52,24.37190239,44.20899581,WATERMELON,DRY,DESERT,6.18
120,7,47,24.24782473,54.7657624,WATERMELON,DRY,DESERT,5.68
91,12,46,24.64458469,48.31219031,WATERMELON,DRY,DESERT,0.2
89,22,52,24.89681131,53.14626213,WATERMELON,DRY,DESERT,5.68
113,19,46,25.41864024,49.52320689,WATERMELON,DRY,DESERT,7.18
97,22,50,26.26028739,58.97878791,WATERMELON,DRY,DESERT,6.68
117,30,50,24.90123934,46.59207341,WATERMELON,DRY,DESERT,0.3
90,14,52,24.84740848,59.67927244,WATERMELON,DRY,DESERT,6.68
104,23,47,26.98212846,42.91292205,WATERMELON,DRY,DESERT,8.18
81,16,45,26.90435747,59.75980023,WATERMELON,DRY,DESERT,7.68
88,5,47,25.86475496,41.16554802,WATERMELON,DRY,DESERT,0.5
92,7,45,26.70607759,51.51033554,WATERMELON,DRY,DESERT,7.68
81,18,50,26.44019475,47.81847573,WATERMELON,DRY,DESERT,9.18
111,5,55,26.283443,50.78669728,WATERMELON,DRY,DESERT,8.68
108,23,51,26.84366082,40.228644,WATERMELON,DRY,SEMI ARID,0.8
113,30,50,26.03967219,43.87712348,WATERMELON,DRY,SEMI ARID,4.14
83,10,53,24.92994759,48.75859458,WATERMELON,DRY,SEMI ARID,5.64
101,11,51,25.50736962,44.2068997,WATERMELON,DRY,SEMI ARID,5.14
114,21,55,25.4438391,57.51549686,WATERMELON,DRY,SEMI ARID,0.2
99,6,45,26.12588914,40.71210074,WATERMELON,DRY,SEMI ARID,5.14
92,20,55,25.10474753,59.26519444,WATERMELON,DRY,SEMI ARID,6.64
92,7,48,26.27520631,54.38748495,WATERMELON,DRY,SEMI ARID,6.14
91,24,55,26.27061608,46.76837499,WATERMELON,DRY,SEMI ARID,0.3
110,21,54,26.73690828,47.46447019,WATERMELON,DRY,SEMI ARID,6.14
112,25,51,25.04746944,56.72496677,WATERMELON,DRY,SEMI ARID,7.64
89,25,54,24.69368934,48.99390828,WATERMELON,DRY,SEMI ARID,7.14
100,10,53,24.54356968,42.00660251,WATERMELON,DRY,SEMI ARID,0.5
83,22,54,25.89762315,54.49960057,WATERMELON,DRY,SEMI ARID,7.14
95,14,50,26.6333118,56.31866159,WATERMELON,DRY,SEMI ARID,8.64
119,30,49,25.35794749,47.72078245,WATERMELON,DRY,SEMI ARID,8.14
97,12,47,25.28784623,58.28697664,WATERMELON,DRY,SEMI HUMID,0.8
110,7,45,26.63838589,48.32428609,WATERMELON,DRY,SEMI HUMID,3.42
96,18,50,25.3310446,41.53218699,WATERMELON,DRY,SEMI HUMID,4.92
83,23,55,26.89750174,43.97193745,WATERMELON,DRY,SEMI HUMID,4.42
120,24,47,26.98603693,58.54876687,WATERMELON,DRY,SEMI HUMID,0.1
115,17,55,27.57826922,28.08253201,MUSKMELON,DRY,SEMI HUMID,4.42
114,27,48,27.82054812,26.32405487,MUSKMELON,DRY,SEMI HUMID,5.92
101,25,52,29.09910406,22.52497327,MUSKMELON,DRY,SEMI HUMID,5.42
118,18,52,28.04943594,20.76223014,MUSKMELON,DRY,SEMI HUMID,0.2
95,26,45,29.91690582,28.16057247,MUSKMELON,DRY,SEMI HUMID,5.42
81,25,49,29.86895762,26.26243014,MUSKMELON,DRY,SEMI HUMID,6.92
117,24,53,29.17220859,21.30290472,MUSKMELON,DRY,SEMI HUMID,6.42
114,30,51,29.24908541,25.93496537,MUSKMELON,DRY,SEMI HUMID,0.3
113,6,52,27.76317235,25.21609113,MUSKMELON,DRY,SEMI HUMID,6.42
108,26,52,28.82629037,26.23838511,MUSKMELON,DRY,SEMI HUMID,7.92
81,30,48,28.52379742,29.86681385,MUSKMELON,DRY,SEMI HUMID,7.42
115,9,52,29.06785065,29.1194739,MUSKMELON,DRY,HUMID,0.5
83,7,45,29.08417927,25.33014238,MUSKMELON,DRY,HUMID,2.52
84,21,55,28.47090661,21.08484101,MUSKMELON,DRY,HUMID,4.02
109,26,45,28.27973674,21.58992507,MUSKMELON,DRY,HUMID,3.52
95,27,55,28.47212559,20.88620369,MUSKMELON,DRY,HUMID,0.1
119,5,55,29.68846716,26.83924845,MUSKMELON,DRY,DESERT,3.52
110,14,51,27.02415146,21.26034986,MUSKMELON,DRY,DESERT,5.02
82,18,48,29.09588297,26.70581328,MUSKMELON,DRY,DESERT,4.52
87,14,48,29.69238699,29.1102594,MUSKMELON,DRY,DESERT,0.1
85,9,53,28.20619412,28.78654515,MUSKMELON,DRY,DESERT,4.52
100,6,53,29.05248036,23.66620626,MUSKMELON,DRY,DESERT,6.02
107,12,46,29.57240298,27.56918621,MUSKMELON,DRY,DESERT,5.52
91,13,47,29.10968327,27.95602304,MUSKMELON,DRY,DESERT,0.2
102,25,50,28.20480805,20.36001144,MUSKMELON,DRY,DESERT,5.52
117,25,53,29.11858526,24.52020164,MUSKMELON,DRY,DESERT,7.02
85,21,52,29.62800691,23.69586761,MUSKMELON,DRY,DESERT,6.52
104,25,55,29.81196601,22.68766503,MUSKMELON,DRY,DESERT,0.3
102,24,54,27.72338349,22.81863447,MUSKMELON,DRY,DESERT,3.6
116,25,50,29.26092798,28.70627683,MUSKMELON,DRY,DESERT,5.1
100,17,48,29.72791119,26.52364146,MUSKMELON,DRY,DESERT,4.6
110,25,54,28.91105641,23.44398467,MUSKMELON,DRY,DESERT,0.1
104,25,51,28.96361426,23.56130173,MUSKMELON,DRY,DESERT,4.6
107,11,54,28.59052369,29.44008034,MUSKMELON,DRY,DESERT,6.1
98,26,52,27.33897716,28.69113835,MUSKMELON,DRY,DESERT,5.6
88,17,52,29.90415889,25.37828397,MUSKMELON,DRY,DESERT,0.2
87,25,46,27.42711692,21.7508774,MUSKMELON,DRY,DESERT,5.6
120,8,46,29.55657523,28.36535596,MUSKMELON,DRY,DESERT,7.1
95,13,46,29.84070774,23.28207838,MUSKMELON,DRY,DESERT,6.6
108,22,47,28.53545677,25.1290048,MUSKMELON,DRY,DESERT,0.3
82,13,52,27.11535046,26.51924782,MUSKMELON,DRY,DESERT,6.6
120,23,55,27.84492803,26.47844429,MUSKMELON,DRY,DESERT,8.1
110,22,47,29.03157242,24.93861254,MUSKMELON,DRY,SEMI ARID,7.6
95,23,45,27.82424457,21.19014526,MUSKMELON,DRY,SEMI ARID,0.5
106,10,49,27.72653142,20.21126747,MUSKMELON,DRY,SEMI ARID,3.06
99,12,52,28.69708334,22.21807088,MUSKMELON,DRY,SEMI ARID,4.56
106,20,51,29.73019662,20.49035619,MUSKMELON,DRY,SEMI ARID,4.06
83,11,53,29.54097171,21.9653077,MUSKMELON,DRY,SEMI ARID,0.1
117,19,55,28.80311922,25.16359891,MUSKMELON,DRY,SEMI ARID,4.06
98,26,49,27.29035669,23.49535234,MUSKMELON,DRY,SEMI ARID,5.56
113,20,48,27.46583649,27.27899847,MUSKMELON,DRY,SEMI ARID,5.06
101,17,47,29.49401389,26.30820876,MUSKMELON,DRY,SEMI ARID,0.2
98,7,45,27.79161808,26.85422624,MUSKMELON,DRY,SEMI ARID,5.06
93,22,48,29.12533739,21.90440445,MUSKMELON,DRY,SEMI ARID,6.56
95,21,47,27.93114233,20.66127836,MUSKMELON,DRY,SEMI ARID,606
109,12,48,29.45771748,20.76212031,MUSKMELON,DRY,SEMI ARID,0.3
118,12,47,27.96872279,28.94766949,MUSKMELON,DRY,SEMI ARID,6.06
100,14,49,29.48882958,26.01909355,MUSKMELON,DRY,SEMI ARID,7.56
89,9,47,29.47156259,28.75226067,MUSKMELON,DRY,SEMI HUMID,7.06
95,16,46,27.0767265,24.4514648,MUSKMELON,DRY,SEMI HUMID,0.5
95,7,45,27.30008597,25.09484511,MUSKMELON,DRY,SEMI HUMID,2.34
87,6,45,29.82729394,22.84203589,MUSKMELON,DRY,SEMI HUMID,3.84
93,20,50,29.93061247,24.34814338,MUSKMELON,DRY,SEMI HUMID,3.34
84,29,49,29.94349168,20.39020503,MUSKMELON,DRY,SEMI HUMID,0.1
111,5,47,28.03306461,21.17924769,MUSKMELON,DRY,SEMI HUMID,3.34
111,5,52,29.8843055,21.0000988,MUSKMELON,DRY,DESERT,4.84
111,15,54,27.7058373,22.06207161,MUSKMELON,DRY,DESERT,4.34
89,11,47,29.78714005,27.8659442,MUSKMELON,DRY,DESERT,0.1
110,15,48,28.57819995,27.5987178,MUSKMELON,DRY,DESERT,4.34
95,30,52,29.48069921,26.0365768,MUSKMELON,DRY,DESERT,5.84
115,12,52,27.51492243,21.01796432,MUSKMELON,DRY,DESERT,5.34
120,25,50,28.05457761,21.84869328,MUSKMELON,DRY,DESERT,0.2
102,11,45,29.03167341,24.15591199,MUSKMELON,DRY,DESERT,5.34
94,5,55,28.5854649,26.88372572,MUSKMELON,DRY,DESERT,6.84
84,18,46,27.08808014,25.32159689,MUSKMELON,DRY,DESERT,6.34
107,22,54,27.99611732,21.61893763,MUSKMELON,DRY,SEMI ARID,0.3
80,18,52,27.87317436,24.05207925,MUSKMELON,DRY,SEMI ARID,1.44
86,18,45,28.96586565,22.25838137,MUSKMELON,DRY,SEMI ARID,3
113,28,48,28.87726019,24.44267592,MUSKMELON,DRY,SEMI ARID,2.5
115,18,53,29.17052093,22.06994464,MUSKMELON,DRY,SEMI ARID,0.1
82,20,54,29.34033587,21.44532907,MUSKMELON,DRY,SEMI ARID,2.44
98,22,47,29.07265321,28.83568362,MUSKMELON,DRY,SEMI ARID,4
117,25,54,28.68275966,29.11187663,MUSKMELON,DRY,SEMI ARID,3.5
83,15,49,28.92705913,23.20076686,MUSKMELON,DRY,SEMI ARID,0.1
120,16,51,27.99901833,23.28618248,MUSKMELON,DRY,SEMI ARID,3.44
111,5,50,27.59350075,24.84266123,MUSKMELON,DRY,SEMI ARID,5
85,21,47,29.87331077,24.69720481,MUSKMELON,DRY,SEMI ARID,4.5
90,23,54,28.55852465,27.26588346,MUSKMELON,DRY,SEMI ARID,0.1
99,29,55,29.19378695,26.48240255,MUSKMELON,DRY,SEMI ARID,4.44
102,11,47,27.98780984,27.14509034,MUSKMELON,DRY,SEMI ARID,6
80,18,51,28.05380704,20.76582087,MUSKMELON,DRY,SEMI ARID,5.5
87,21,52,27.3506296,27.21244021,MUSKMELON,DRY,SEMI HUMID,0.2
114,8,52,29.34081108,28.22908103,MUSKMELON,DRY,SEMI HUMID,4.86
99,6,46,28.61475136,28.98574189,MUSKMELON,DRY,SEMI HUMID,6.36
89,25,50,27.04863538,25.08146686,MUSKMELON,DRY,SEMI HUMID,5.86
96,13,55,29.5275305,21.13545688,MUSKMELON,DRY,SEMI HUMID,0.2
82,26,47,28.50416396,24.20007242,MUSKMELON,DRY,SEMI HUMID,5.86
106,21,52,28.89578588,23.0362503,MUSKMELON,DRY,SEMI HUMID,7.36
90,15,52,27.04927452,23.65747461,MUSKMELON,WET,SEMI HUMID,6.86
106,16,54,28.96017885,24.7458198,MUSKMELON,WET,SEMI HUMID,0.3
24,128,196,22.75088787,110.4317855,APPLE,DRY,DESERT,4.84
7,144,197,23.8494014,114.0512495,APPLE,DRY,DESERT,4.34
14,128,205,22.60800988,116.0396587,APPLE,DRY,DESERT,0.1
8,120,201,21.18667419,122.233323,APPLE,DRY,DESERT,4.34
20,129,201,23.41044706,116.0777931,APPLE,DRY,DESERT,5.84
32,137,204,22.86006627,117.7296726,APPLE,DRY,SEMI ARID,5.34
27,139,205,22.48403042,105.5473627,APPLE,DRY,SEMI ARID,0.2
0,123,205,22.02775403,121.1349176,APPLE,DRY,SEMI ARID,5.34
22,144,196,21.91191314,117.0761277,APPLE,DRY,SEMI ARID,6.84
1,124,199,23.71059131,112.6676589,APPLE,DRY,SEMI ARID,6.34
30,122,197,21.37784654,106.1417017,APPLE,DRY,SEMI ARID,0.3
29,121,196,22.84852833,123.5977843,APPLE,DRY,SEMI ARID,1.44
13,126,204,23.1094265,108.183792,APPLE,DRY,SEMI ARID,3
9,139,199,23.25230817,105.3558408,APPLE,DRY,SEMI ARID,2.5
0,133,200,23.67287749,104.2298028,APPLE,DRY,SEMI ARID,0.1
30,143,199,23.76881552,102.2648546,APPLE,DRY,SEMI ARID,2.44
36,140,198,23.34386401,104.4267991,APPLE,DRY,SEMI ARID,4
37,137,199,22.63946441,108.3405879,APPLE,DRY,SEMI ARID,3.5
33,121,203,22.45696744,114.8407725,APPLE,DRY,SEMI ARID,0.1
7,144,195,22.96388477,104.6472986,APPLE,DRY,SEMI ARID,3.44
35,128,205,21.07273439,107.8737015,APPLE,DRY,SEMI ARID,5
29,128,198,22.44075021,121.4977331,APPLE,DRY,SEMI HUMID,4.5
2,143,196,22.71271308,109.8852597,APPLE,DRY,SEMI HUMID,0.1
34,140,198,21.70416965,115.1781396,APPLE,DRY,SEMI HUMID,4.44
29,144,204,22.43324518,119.1025189,APPLE,DRY,SEMI HUMID,6
32,141,203,21.25941052,109.0658471,APPLE,DRY,SEMI HUMID,5.5
13,144,197,22.9215706,105.6941544,APPLE,DRY,SEMI HUMID,0.2
25,143,198,22.81212536,107.855225,APPLE,DRY,SEMI HUMID,4.86
9,137,200,21.12152071,102.8017203,APPLE,DRY,SEMI HUMID,6.36
6,144,198,21.11478672,104.5086618,APPLE,DRY,SEMI HUMID,5.86
37,126,196,23.59997268,107.1728191,APPLE,DRY,SEMI HUMID,0.2
2,120,203,23.12652652,108.6211833,APPLE,DRY,SEMI HUMID,5.86
11,143,197,22.98458907,122.1952483,APPLE,DRY,SEMI HUMID,7.36
10,141,201,22.12659387,104.5412275,APPLE,DRY,SEMI HUMID,6.86
24,142,202,22.53779727,101.8474768,APPLE,DRY,SEMI HUMID,0.3
23,138,195,22.49095104,124.3915101,APPLE,DRY,SEMI HUMID,4.84
18,125,204,22.35548159,116.7366261,APPLE,DRY,SEMI HUMID,4.34
13,121,196,22.20700989,120.1593771,APPLE,DRY,HUMID,0.1
26,122,202,22.44516988,107.1843273,APPLE,DRY,HUMID,4.34
28,123,202,22.76643029,120.4359949,APPLE,DRY,HUMID,5.84
26,121,201,22.19109412,112.3126628,APPLE,DRY,HUMID,5.34
21,137,196,23.6119202,123.5900822,APPLE,DRY,HUMID,0.2
21,135,198,23.86087054,105.0241329,APPLE,DRY,DESERT,5.34
5,144,205,21.42177231,102.8045658,APPLE,DRY,DESERT,6.84
2,123,205,22.36629253,124.9831618,APPLE,DRY,DESERT,6.34
15,133,199,23.99686172,117.6102915,APPLE,DRY,DESERT,0.3
31,130,198,21.80129837,120.0586671,APPLE,DRY,DESERT,1.44
25,143,200,23.80436344,100.6192543,APPLE,DRY,DESERT,3
16,143,204,23.71475278,121.8961665,APPLE,DRY,DESERT,2.5
19,122,202,23.34467359,112.8954016,APPLE,DRY,DESERT,0.1
10,125,196,22.31253665,113.0688155,APPLE,DRY,DESERT,2.44
20,139,202,23.50201428,107.9868949,APPLE,DRY,DESERT,4
28,123,198,23.46260321,111.7763395,APPLE,DRY,DESERT,3.5
28,136,200,23.06204373,114.7399101,APPLE,DRY,DESERT,0.1
2,131,199,22.47420512,124.2179699,APPLE,DRY,DESERT,3.44
2,140,197,22.69780133,105.0508234,APPLE,DRY,DESERT,5
27,138,201,23.66682067,105.4004751,APPLE,DRY,DESERT,4.5
30,127,204,22.50050273,100.9343903,APPLE,DRY,DESERT,0.1
32,145,203,23.83053666,109.5966791,APPLE,DRY,DESERT,4.44
29,139,205,23.64142354,116.6912176,APPLE,DRY,DESERT,6
26,126,195,21.41363812,118.3979065,APPLE,DRY,DESERT,5.5
40,136,202,22.85267372,117.5314026,APPLE,DRY,DESERT,0.2
6,124,200,22.98208095,109.5852253,APPLE,DRY,DESERT,4.86
35,138,200,21.19909519,103.6838922,APPLE,DRY,DESERT,6.36
17,136,196,23.87192332,103.0548094,APPLE,DRY,DESERT,5.86
33,134,205,21.0365275,114.7412734,APPLE,DRY,DESERT,0.2
16,143,197,22.61711614,116.9256766,APPLE,DRY,DESERT,5.86
27,120,200,21.45278675,116.7036582,APPLE,DRY,DESERT,7.36
29,145,205,22.81227579,109.3383552,APPLE,DRY,SEMI ARID,6.86
3,141,197,21.98141856,115.4789148,APPLE,DRY,SEMI ARID,0.3
15,123,204,22.52709326,115.3830068,APPLE,DRY,SEMI ARID,4.84
5,136,195,22.35628673,107.7697413,APPLE,DRY,SEMI ARID,4.34
10,136,204,21.19852186,105.8554351,APPLE,DRY,SEMI ARID,0.1
7,141,195,23.8812458,104.9116663,APPLE,DRY,SEMI ARID,4.34
2,129,201,22.78234161,122.1449949,APPLE,DRY,SEMI ARID,5.84
29,138,197,22.19055385,121.6622761,APPLE,DRY,SEMI ARID,5.34
30,137,200,22.91430043,118.6044645,APPLE,DRY,SEMI ARID,0.2
29,132,204,23.08950736,108.2166601,APPLE,DRY,SEMI ARID,5.34
14,139,197,21.72484506,121.6961761,APPLE,DRY,SEMI ARID,6.84
18,125,203,22.44307715,102.5565807,APPLE,DRY,SEMI ARID,6.34
33,143,204,21.1316077,122.5391946,APPLE,DRY,SEMI ARID,0.3
40,144,196,22.71750705,107.0289866,APPLE,DRY,SEMI ARID,1.44
9,143,197,23.75033085,117.6602827,APPLE,DRY,SEMI ARID,3
38,135,203,23.76121837,100.825956,APPLE,DRY,SEMI ARID,2.5
28,130,196,22.13450646,112.9203223,APPLE,DRY,SEMI HUMID,0.1
35,142,203,21.17089176,123.6495149,APPLE,DRY,SEMI HUMID,2.44
12,129,205,22.36238282,118.6832725,APPLE,DRY,SEMI HUMID,4
1,135,203,22.77856513,113.7759219,APPLE,DRY,SEMI HUMID,3.5
0,145,205,21.22503442,113.9760462,APPLE,DRY,SEMI HUMID,0.1
31,121,201,23.15791104,110.712841,APPLE,DRY,SEMI HUMID,3.44
35,131,203,22.42776057,102.7230739,APPLE,DRY,SEMI HUMID,5
29,140,195,23.64082979,116.7431319,APPLE,DRY,SEMI HUMID,4.5
33,138,198,22.29423493,122.7418744,APPLE,DRY,SEMI HUMID,0.1
14,140,197,23.35225078,113.0381382,APPLE,DRY,SEMI HUMID,4.44
35,145,195,22.03911546,110.9804014,APPLE,DRY,SEMI HUMID,6
40,120,197,23.80593812,119.6335548,APPLE,DRY,SEMI HUMID,5.5
25,132,198,22.31944084,100.1173443,APPLE,DRY,SEMI HUMID,0.2
31,137,196,22.14464104,120.6310784,APPLE,DRY,SEMI HUMID,4.86
36,144,196,23.65167552,115.3611268,APPLE,DRY,SEMI HUMID,6.36
10,140,197,22.16939473,124.4683112,APPLE,DRY,SEMI HUMID,5.86
22,30,12,15.78144173,119.035002,CITRUS,DRY,HUMID,0.2
37,6,13,26.03097313,101.2847738,CITRUS,DRY,HUMID,5.86
27,13,6,13.36050601,111.2266885,CITRUS,DRY,HUMID,7.36
7,16,9,18.87957654,114.6659511,CITRUS,DRY,HUMID,6.86
20,7,9,29.47741671,111.1727497,CITRUS,DRY,HUMID,0.3
26,27,10,28.06903173,114.1339416,CITRUS,DRY,DESERT,8
5,23,15,25.66901098,112.5424199,CITRUS,DRY,DESERT,7.5
0,18,14,29.77149434,114.4161786,CITRUS,DRY,DESERT,0.5
39,24,14,30.55472573,106.0711985,CITRUS,DRY,DESERT,7
13,23,6,23.96147583,102.6958703,CITRUS,DRY,DESERT,8.5
21,17,15,23.98289638,118.4901697,CITRUS,DRY,DESERT,8
33,12,8,25.26052689,117.3695296,CITRUS,DRY,DESERT,0.8
6,9,12,31.08368929,109.6894658,CITRUS,DRY,DESERT,8.6
19,7,10,14.78003032,100.1961762,CITRUS,DRY,DESERT,10.1
24,18,6,26.56608303,116.3796525,CITRUS,DRY,DESERT,9.6
9,11,8,24.85903405,111.7803734,CITRUS,DRY,DESERT,0.6
31,8,7,34.51465139,103.5684926,CITRUS,DRY,DESERT,5.05
22,17,5,24.12188673,102.835632,CITRUS,DRY,DESERT,6.55
13,5,8,23.85340379,103.923226,CITRUS,DRY,SEMI ARID,6.05
16,8,9,24.60297538,111.2948115,CITRUS,DRY,SEMI ARID,0.5
4,13,6,15.63211033,101.4705704,CITRUS,DRY,SEMI ARID,6
0,25,14,19.33516809,116.450422,CITRUS,DRY,SEMI ARID,7.5
8,7,10,28.2620488,105.2132259,CITRUS,DRY,SEMI ARID,7
4,23,5,22.67594476,110.3332655,CITRUS,DRY,SEMI ARID,0.5
33,14,8,21.03200078,110.6823944,CITRUS,DRY,SEMI ARID,7.1
30,7,15,33.23453301,115.7659902,CITRUS,DRY,SEMI ARID,8.6
21,29,12,22.30318989,117.3688104,CITRUS,DRY,SEMI ARID,8.1
11,14,5,11.50322938,115.5683776,CITRUS,DRY,SEMI ARID,0.8
9,8,15,14.34320488,110.2223123,CITRUS,DRY,SEMI ARID,8
5,18,14,33.1056981,119.1709113,CITRUS,DRY,SEMI ARID,9.5
29,25,14,30.49183837,113.3302105,CITRUS,DRY,SEMI ARID,9
33,12,15,30.25578031,116.7173125,CITRUS,DRY,SEMI ARID,0.8
8,16,6,12.22816189,108.4161706,CITRUS,DRY,SEMI HUMID,4.4
15,14,8,10.01081312,119.3941064,CITRUS,DRY,SEMI HUMID,5.9
16,7,8,22.79196751,116.5084074,CITRUS,DRY,SEMI HUMID,5.5
0,12,7,20.18432263,116.8130969,CITRUS,DRY,SEMI HUMID,0.2
5,25,6,30.72119881,106.8118019,CITRUS,DRY,SEMI HUMID,5.3
6,8,11,24.35590861,119.6946577,CITRUS,DRY,SEMI HUMID,6.8
10,5,5,21.21306973,112.9834361,CITRUS,DRY,SEMI HUMID,6.3
1,17,6,10.78689755,117.5293447,CITRUS,DRY,SEMI HUMID,0.3
1,30,10,11.89925671,103.5771468,CITRUS,DRY,SEMI HUMID,6.2
0,23,15,22.56664172,109.8585753,CITRUS,DRY,SEMI HUMID,7.7
24,27,9,18.86883219,119.3936976,CITRUS,DRY,SEMI HUMID,7.2
36,11,13,17.34083741,112.7194284,CITRUS,DRY,SEMI HUMID,0.5
40,21,8,34.90665289,102.1906333,CITRUS,HUMID,DESERT,4.2
40,22,6,24.53610067,115.9787989,CITRUS,HUMID,DESERT,5.7
32,18,13,13.8377282,107.9873218,CITRUS,HUMID,DESERT,5.2
9,10,10,22.3551049,101.5164589,CITRUS,HUMID,DESERT,0.2
13,16,8,34.74004942,100.1967854,CITRUS,HUMID,DESERT,5.3
15,9,11,11.54785707,108.8289171,CITRUS,HUMID,DESERT,6.8
29,11,5,23.13338811,104.4224145,CITRUS,HUMID,DESERT,6.3
1,15,9,29.98364695,115.3560318,CITRUS,HUMID,DESERT,0.3
18,5,11,20.87947369,102.4550786,CITRUS,HUMID,DESERT,6.2
14,22,9,17.24944623,112.5090516,CITRUS,HUMID,DESERT,7.7
33,15,7,15.83388699,109.7571416,CITRUS,HUMID,DESERT,7.2
4,6,7,23.01014302,112.6738296,CITRUS,HUMID,DESERT,0.5
17,16,14,16.39624284,102.944161,CITRUS,HUMID,DESERT,7.4
12,20,10,24.45132792,109.4711098,CITRUS,HUMID,DESERT,8.9
34,29,8,31.87859192,105.3437825,CITRUS,HUMID,DESERT,8.4
39,28,10,31.34920143,109.1549823,CITRUS,HUMID,DESERT,0.8
31,25,12,18.05142392,111.7793889,CITRUS,HUMID,SEMI ARID,3.7
12,6,8,30.84835031,107.4142681,CITRUS,HUMID,SEMI ARID,5.2
12,29,13,22.45616931,118.0069295,CITRUS,HUMID,SEMI ARID,4.7
26,11,11,13.70319166,106.2944879,CITRUS,HUMID,SEMI ARID,0.1
19,24,15,20.48954522,111.8391951,CITRUS,HUMID,SEMI ARID,4.6
39,21,9,13.20844373,106.2696156,CITRUS,HUMID,SEMI ARID,6.1
16,29,13,32.31944397,117.6236473,CITRUS,HUMID,SEMI ARID,5.6
36,29,13,20.68185224,109.7513927,CITRUS,HUMID,SEMI ARID,0.2
37,23,12,31.52675982,113.1169398,CITRUS,HUMID,SEMI ARID,5.5
39,9,15,25.35467646,116.7555937,CITRUS,HUMID,SEMI ARID,7
31,5,14,17.66545409,110.6857506,CITRUS,HUMID,SEMI ARID,6.5
18,12,8,12.59093977,119.3916718,CITRUS,HUMID,SEMI ARID,0.3
20,20,10,11.86631922,106.060149,CITRUS,HUMID,SEMI ARID,6.6
5,8,5,11.03367937,112.7715925,CITRUS,HUMID,SEMI ARID,8.1
20,8,12,25.2990432,117.9733424,CITRUS,HUMID,SEMI ARID,7.6
25,21,11,32.23797837,104.7052254,CITRUS,HUMID,SEMI ARID,0.5
14,19,14,17.68408797,108.0638166,CITRUS,HUMID,SEMI HUMID,3.1
37,18,12,10.2708877,106.6955204,CITRUS,HUMID,SEMI HUMID,4.6
26,15,6,17.22034507,108.0054343,CITRUS,HUMID,SEMI HUMID,4.1
13,22,5,19.667056,100.1737964,CITRUS,HUMID,SEMI HUMID,0.1
32,25,9,10.35609594,101.1456947,CITRUS,HUMID,SEMI HUMID,4.2
19,7,9,27.255435,101.139435,CITRUS,HUMID,SEMI HUMID,5.7
28,7,9,34.5917846,115.5650287,CITRUS,HUMID,SEMI HUMID,5.2
24,30,11,32.39523995,113.25373,CITRUS,HUMID,SEMI HUMID,0.2
7,17,10,10.16431299,106.362551,CITRUS,HUMID,HUMID,4.33
18,23,8,21.49118657,101.4819888,CITRUS,HUMID,HUMID,5.8
7,20,12,16.53460397,110.0447896,CITRUS,HUMID,HUMID,5.3
20,23,11,31.8520694,109.9455062,CITRUS,HUMID,HUMID,0.2
18,14,11,28.04799508,117.1311498,CITRUS,HUMID,HUMID,5.33
34,11,10,31.75048899,115.1989301,CITRUS,HUMID,HUMID,6.8
20,29,10,29.07412717,100.7896871,CITRUS,HUMID,HUMID,6.3
37,24,13,19.14381903,108.0230792,CITRUS,HUMID,HUMID,0.3
12,8,10,16.14820285,107.4287664,CITRUS,WET,DESERT,3.33
34,10,14,34.05296914,116.8020848,CITRUS,WET,DESERT,4.8
6,13,9,34.51423957,118.3271968,CITRUS,WET,DESERT,4.3
27,30,5,32.71748548,113.328978,CITRUS,WET,DESERT,0.1
13,8,12,25.16296632,114.3117197,CITRUS,WET,DESERT,4.33
6,7,7,27.68167318,113.9995146,CITRUS,WET,DESERT,5.8
40,17,15,21.35093384,107.0862095,CITRUS,WET,DESERT,5.3
31,26,9,11.69894639,103.2005992,CITRUS,WET,DESERT,0.2
61,68,50,35.21462816,243.0745066,CITRUS,WET,DESERT,5.33
58,46,45,42.39413392,88.46607497,CITRUS,WET,DESERT,6.8
45,47,55,38.4191628,119.2653877,CITRUS,WET,DESERT,6.3
39,65,53,35.33294932,235.6133585,CITRUS,WET,DESERT,0.3
31,68,45,42.92325255,196.2408242,CITRUS,WET,DESERT,6.33
70,68,45,33.83508569,203.4044028,CITRUS,WET,DESERT,7.8
68,62,50,33.20258348,197.5282582,CITRUS,WET,DESERT,7.3
34,65,47,23.48546973,191.7760562,CITRUS,WET,DESERT,0.5
38,68,54,29.33710543,202.0572747,CITRUS,WET,SEMI ARID,2.83
69,64,47,40.21199348,186.6762324,CITRUS,WET,SEMI ARID,4.33
58,51,47,42.13473976,197.402901,CITRUS,WET,SEMI ARID,3.83
59,47,53,32.86316618,47.271547,CITRUS,WET,SEMI ARID,0.1
44,64,54,29.80744318,232.7046126,CITRUS,WET,SEMI ARID,3.83
56,57,48,31.56213762,63.62250788,CITRUS,WET,SEMI ARID,5.33
